год,Дата,Месяц,Название,Формат,Тег (курс),Линейка,Подписчики,Охват Факт,Расход,CPC,СTR,Визиты Факт,С1 Факт,Заявки Факт,С2 Факт,Оплаты Факт,Доход,CPL,ROMI,Ссылка на размещение,,,
2019,15.01.2020,январь,Flatingo,Интеграция,GD,Кодинг,52 027,42 225,р.4 500,р.15,"0,72%",304,"11,2%",34,"0,0%",0,0,р.132,-100%,https://www.youtube.com/watch?v=aqSjawK_QwA,,,
2020,15.01.2020,январь,Johe News,Интеграция,PWS,Кодинг,9 000,6 389,р.5 000,р.40,"1,94%",124,"4,0%",5,"0,0%",0,0,р.1 000,-100%,https://www.youtube.com/watch?v=o7h1-6U1u1g&t=162s,,,
2020,15.01.2020,январь,PRO роботов,Интеграция,DST,Data Science,38 000,6 900,р.7 500,р.46,"2,38%",164,"7,9%",13,"23,1%",3,4,р.577,3380%,https://www.youtube.com/watch?v=mk8OsCBZ-yw&feature=youtu.be,,,
2020,15.01.2020,январь,Хауди Хо,Интеграция,PWS,Кодинг,842 000,50 000,р.25 000,р.15,"3,39%",1697,"6,5%",111,"5,4%",6,4,р.225,1044%,https://youtu.be/M8fhrtvedHA,,,
2020,15.01.2020,январь,Foo52ru,Интеграция,DST,Data Science,35 000,22 000,р.25 000,р.60,"1,90%",418,"4,3%",18,"11,1%",2,3,р.1 389,620%,https://www.youtube.com/watch?v=J9ZgrTAFw60,,,
2020,15.01.2020,январь,Хауди Хо,Интеграция,FR,Кодинг,842 000,980 000,р.25 000,р.7,"0,39%",3831,"18,3%",700,"0,3%",2,2,р.36,264%,https://www.youtube.com/watch?v=JUcCnulhHlQ,,,
2020,15.01.2020,январь,Илон Маск,Интеграция,PWS,Кодинг,263 000,131 000,р.30 000,р.93,"0,25%",322,"4,3%",14,"0,0%",0,0,р.2 143,-100%,https://www.youtube.com/watch?v=amnTlgVLW0k,,,
2020,15.01.2020,январь,Хауди Хо,Интеграция,PWS,Кодинг,808 000,86 000,р.75 000,р.105,"0,83%",712,"8,4%",60,"0,0%",0,0,р.1 250,-100%,https://www.youtube.com/watch?v=87_3zcv8q5I&feature=youtu.be,,,
2020,01.02.2020,февраль,Павел Мудрый,Интеграция,PWS,Кодинг,250 000,15 000,р.4 500,р.58,"0,51%",77,"11,7%",9,"0,0%",0,0,р.500,-100%,https://www.youtube.com/watch?v=ozKIYHTQnHk,,,
2020,01.02.2020,февраль,PRO роботов,Интеграция,DST,Data Science,38 000,18 000,р.7 500,р.89,"0,47%",84,"4,8%",4,"0,0%",0,0,р.1 875,-100%,https://youtu.be/3oZsjfpmwwI,,,
2020,01.02.2020,февраль,Хауди Хо,Пре-ролл,PWS,Кодинг,992 000,295 000,р.30 000,р.13,"0,76%",2249,"14,4%",324,"0,9%",3,3,р.93,384%,https://www.youtube.com/watch?v=tqQnUio-j4g,,,
2020,01.03.2020,март ,Чёрный Треугольник,Интеграция,DST,Data Science,53 000,26 000,р.5 000,р.14,"1,34%",349,"1,7%",6,"0,0%",0,0,р.833,-100%,https://www.youtube.com/watch?v=648fVGzhgmU,,,
2020,01.03.2020,март ,Glo Academy,Интеграция,PWS,Кодинг,101 000,8 200,р.5 000,р.29,"2,09%",171,"3,5%",6,"0,0%",0,0,р.833,-100%,https://www.youtube.com/watch?v=uhyLPZ5_TZw,,,
2020,01.03.2020,март ,Web Developer Blog,ИнтеграцияХ10,PWS,Кодинг,30 700,10 000,р.6 700,р.4,"16,63%",1663,"7,10%",118,"3,4%",4,3,р.57,2281%,https://www.youtube.com/watch?v=fCmm8toLtkA,https://www.youtube.com/watch?v=bpASbXwjSp4&t=78s,,
2020,01.03.2020,март ,Хауди Хо,Пре-ролл,PWS,Кодинг,992 000,136 000,р.30 000,р.30,"0,72%",984,"10,67%",105,"0,0%",0,2,р.286,200%,https://www.youtube.com/watch?v=J5XXrpwUhoY&feature=youtu.be,,,
2020,01.03.2020,март ,Рами Зайцман,Интеграция,SDA,Аналитика,280 000,50 000,р.30 000,р.76,"0,79%",396,"2,5%",10,"10,0%",1,1,р.3 000,63%,https://www.youtube.com/watch?v=oumSjhs--o4&feature=youtu.be,,,
2020,01.03.2020,март ,ExtremeCode,Интеграция,PWS,Кодинг,127 000,51 000,р.30 000,р.201,"0,29%",149,"2,01%",3,"33,3%",1,1,р.10 000,50%,https://www.youtube.com/watch?v=Yc1PAiVrbFw&feature=youtu.be&t=83,,,
2020,01.03.2020,март ,Ellina Daily,Интеграция,PD,Менеджмент,125 000,14 000,р.56 000,р.154,"2,59%",363,"2,48%",9,"0,0%",0,0,р.6 222,-100%,https://www.youtube.com/watch?v=rs17iI4KBfQ&feature=youtu.be,,,
2020,01.04.2020,апрель,Sveta_Economy,Интеграция,SDA,Аналитика,60 500,21 000,р.10 600,р.27,"1,90%",400,"6,00%",24,"8,3%",2,3,р.442,985%,https://www.youtube.com/watch?v=kVTJySIC6RA&t=1s,,,
2020,02.04.2020,апрель,PRO роботов,Интеграция,PWS,Кодинг,38 000,13 000,р.6 000,р.66,"0,70%",91,"6,59%",6,"16,7%",1,2,р.1 000,883%,https://www.youtube.com/watch?v=SC9WRj8BhcI,,,
2020,03.04.2020,апрель,Onigiri,Интеграция,DST,Аналитика,65 000,79000,р.12 000,р.32,"0,48%",378,"2,91%",11,"9,1%",1,3,р.1 091,775%,https://www.youtube.com/watch?v=xxffR-bl4Zg,,ип,
2020,04.04.2020,апрель,Senior Software Vlogger,Интеграция,PWS,Кодинг,74 960,25 800,р.21 200,р.27,"3,07%",792,"5,68%",45,"17,8%",8,3,р.471,747%,https://www.youtube.com/watch?v=cuNQgsLAWXw,,,
2020,07.04.2020,апрель,PLANETRINATV,Интеграция,SDA,Кодинг,73 900,27000,р.12 000,р.43,"1,02%",276,"3,99%",11,"9,1%",1,1,р.1 091,291%,https://www.youtube.com/watch?v=vCYXWZSdADA,,,
2020,07.04.2020,апрель,overbafer1,Интеграция,PWS,Кодинг,1 000 000,440 000,р.69 000,р.55,"0,29%",1265,"8,22%",104,"3,8%",4,4,р.663,198%,https://www.youtube.com/watch?v=k5AmhCP1Tz4&t=129s,,,
2020,08.04.2020,апрель,notebook-31,Интеграция,PWS,Кодинг,224 000,661 000,р.30 000,р.49,"0,09%",615,"8,46%",52,"3,8%",2,2,р.577,186%,https://www.youtube.com/watch?v=kiPT3ZzzDtk&feature=youtu.be,,,
2020,09.04.2020,апрель,АйТи Борода,Интеграция,PWS,Кодинг,123 000,23 500,р.57 960,р.153,"1,62%",380,"3,95%",15,"13,3%",2,3,р.3 864,94%,https://www.youtube.com/watch?v=vRSWTEFlr_o&feature=youtu.be,,,
2020,10.04.2020,апрель,BARBAROSSA,Интеграция,PWS,Кодинг,141 000,19 200,р.28 000,р.199,"0,73%",141,"7,80%",11,"9,1%",1,1,р.2 545,61%,https://www.youtube.com/watch?v=hh-v6fwJQ0E&t=269s,,,
2020,11.04.2020,апрель,ЗНАЮ ВСЁ,Интеграция,FR,Кодинг,239 000,89 000,р.10 600,р.147,"0,08%",72,"6,94%",5,"0,0%",0,0,р.2 120,-100%,https://www.youtube.com/watch?v=72fz7quxfl0,,,
2020,12.04.2020,апрель,Влад Филатов,Интеграция,FR,Кодинг,112 000,24 500,р.10 700,р.18,"2,45%",600,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=wdRtokKED7A,,,
2020,14.04.2020,апрель,PRO роботов,Интеграция,DSPR,Аналитика,95 500,23 000,р.6 000,р.64,"0,41%",94,"4,26%",4,"0,0%",0,0,р.1 500,-100%,https://www.youtube.com/watch?v=_bxpW6iCCS0,,,
2020,15.04.2020,апрель,Daniil Gerasimov,Интеграция,QAP,Кодинг,192 000,120 000,р.27 000,р.53,"0,42%",508,"5,71%",29,"0,0%",0,0,р.931,-100%,https://www.youtube.com/watch?v=IsY53F0kkMM&feature=youtu.be,,,
2020,16.04.2020,апрель,ExtremeCode,Интеграция,FR,Кодинг,125 000,38 000,р.30 000,р.107,"0,74%",280,"2,50%",7,"0,0%",0,0,р.4 286,-100%,https://www.youtube.com/watch?v=RhLy26sZD_E,,,
2020,17.04.2020,апрель,Ветер,Интеграция,ML,Аналитика,95 500,10 600,9 500,р.864,"0,10%",11,"54,55%",6,"0,0%",0,0,р.1 583,-100%,https://www.youtube.com/watch?v=IMj1Q4mFQyw,,,
2019,30.04.2020,май,Johe News,Интеграция,PWS,Кодинг,5 800,8 840,р.5 000,р.23,"2,44%",216,"5,1%",11,"18,2%",2,2,р.455,1300%,https://www.youtube.com/watch?v=9hruCcHC4FY&t=218s,,,
2020,30.04.2020,май,Pingvinus,Интеграция,FJS,Кодинг,24 000,24 000,р.10 000,р.79,"0,53%",127,"1,57%",2,"0,0%",0,0,р.5 000,-100%,https://www.youtube.com/watch?v=XFpDyXw-H9M,,,
2020,03.05.2020,май,НостальжиПК,Интеграция,QAP,Кодинг,604 000,120 000,р.20 000,р.135,"0,12%",148,"8,78%",13,"0,0%",0,0,р.1 538,-100%,https://www.youtube.com/watch?v=pAnETlsqoCM&feature=youtu.be,,,
2020,07.05.2020,май,MyGap,Интеграция,SDA,Аналитика,654 000,145 762,р.40 000,р.30,"0,90%",1312,"4,65%",61,"13,1%",8,7,р.656,1334%,https://www.youtube.com/watch?v=q6eWAT_2vk4&feature=youtu.be,,,
2020,07.05.2020,май,overbafer1,Интеграция,FJS,Кодинг,1 000 000,200 000,р.69 000,р.109,"0,32%",633,"2,69%",17,"0,0%",0,0,р.4 059,-100%,https://www.youtube.com/watch?v=9jJ1324VQxk&t=370s,,,
2020,10.05.2020,май,Кик Обзор,Интеграция,ANDR,Кодинг,400 000,217 000,р.35 000,р.82,"0,20%",429,"7,93%",34,"2,9%",1,2,р.1 029,103%,https://www.youtube.com/watch?v=d5MjrunclX8,,,
2020,11.05.2020,май,Хауди Хо,Интеграция,PWS,Кодинг,1 180 000,183 000,р.80 000,р.47,"0,93%",1701,"1,47%",25,"8,0%",2,2,р.3 200,24%,https://www.youtube.com/watch?v=XmCAGUo5k70&feature=youtu.be,,,
2019,13.05.2020,май,Хауди Хо,Пре-ролл,PWS,Кодинг,517 000,351 724,р.20 000,р.13,"0,44%",1554,"19,2%",299,"1,0%",3,3,р.67,644%,https://www.youtube.com/watch?v=XpxpbfLbki8&t=4s,,,
2020,14.05.2020,май,egoroff_channel,Интеграция,JAVA,Кодинг,5 000,1 000,р.7 000,р.438,"1,60%",16,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=aEOSBkzNImw&feature=youtu.be,,,
2020,15.05.2020,май,notebook-31,Интеграция,JAVA,Кодинг,174 000,460 000,р.30 000,р.176,"0,04%",170,"2,94%",5,"0,0%",0,0,р.6 000,-100%,https://www.youtube.com/watch?v=IvEMY7wvzBE&feature=youtu.be,,,
2020,17.05.2020,май,egoroff_channel,Интеграция,JAVA,Кодинг,1 000,1 000,р.7 000,р.412,"1,70%",17,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=Dy8Q8EdsSLM,,,
2020,18.05.2020,май,Foo52ru,Интеграция,DSPR,Data Science,49 000,14 000,р.25 000,р.94,"1,89%",265,"4,15%",11,"9,1%",1,2,р.2 273,200%,https://www.youtube.com/watch?v=IdwR58QmCo8,,,
2020,20.05.2020,май,АйТи Борода,Интеграция,PWS,Кодинг,50 000,161 000,р.9 000,р.12,"0,47%",759,"3,03%",23,"17,4%",4,3,р.391,1844%,https://www.youtube.com/watch?v=QQZmDWnV618&t=1493s,,,
2020,20.05.2020,май,Кик Обзор,Интеграция,ANDR,Кодинг,400 000,217 000,р.35 000,р.73,"0,22%",480,"7,08%",34,"8,8%",3,3,р.1 029,434%,https://www.youtube.com/watch?v=TiT5LBuQY-0&t=40s,,,
2020,22.05.2020,май,PRO роботов,Интеграция,DSPR,Data Science,38 000,6 900,р.7 500,р.156,"0,70%",48,"2,08%",1,"800,0%",8,0,р.7 500,-100%,https://www.youtube.com/watch?v=b1xRVq7NDTY&feature=youtu.be,,,
2020,22.05.2020,май,Миша инвестирует,Интеграция,DAPR,Аналитика,58 000,18 700,р.15 000,р.115,"0,70%",131,"3,82%",5,"20,0%",1,1,р.3 000,150%,https://www.youtube.com/watch?v=byK14PnYHVU&feature=youtu.be,,,
2020,22.05.2020,май,Senior Software Vlogger,Интеграция,PWS,Кодинг,74 960,17 700,р.21 200,р.38,"3,12%",553,"2,71%",15,"13,3%",2,3,р.1 413,409%,https://www.youtube.com/watch?v=qtTFM_osRe4,,,
2020,22.05.2020,май,PRO Hi-Tech,Интеграция,PWS,Кодинг,495 000,94000,р.60 000,р.93,"0,68%",642,"1,87%",12,"16,7%",2,2,р.5 000,45%,https://www.youtube.com/watch?v=SrqDl2XgDPA,,,
2020,24.05.2020,май,egoroff_channel,Интеграция,JAVA,Кодинг,1 000,1 000,р.7 000,р.350,"2,00%",20,"5,00%",1,"0,0%",0,0,р.7 000,-100%,https://www.youtube.com/watch?v=OenBjoRipN4&feature=youtu.be,,,
2020,24.05.2020,май,DREAM AND TRAVEL,Интеграция,SF,SF,53 000,34 000,р.18 000,р.231,"0,23%",78,"1,28%",1,"100,0%",1,1,р.18 000,168%,https://www.youtube.com/watch?v=MTxQ1YEg3-w,,,
2020,24.05.2020,май,INDY TRAVEL,Интеграция,SF,SF,89 000,41 500,р.22 900,р.231,"0,24%",99,"2,02%",2,"50,0%",1,2,р.11 450,258%,https://www.youtube.com/watch?v=e2H7HrkfWh8,,,
2019,26.05.2020,май,Хауди Хо,Пре-ролл,PWS,Кодинг,517 000,77 557,р.20 000,р.20,"1,32%",1021,"11,2%",114,"2,6%",3,3,р.175,578%,https://www.youtube.com/watch?v=YeS755SPSI8,,,
2020,26.05.2020,май,Максим Кац,Интеграция,DAPR,Аналитика,1 800 000,140 000,р.70 000,р.63,"0,80%",1113,"4,40%",49,"12,2%",6,5,р.1 429,467%,https://www.youtube.com/watch?v=FEELIXtZ9AU&feature=youtu.be&t=202,,,
2020,26.05.2020,май,Rozetked,Интеграция,PWS,Кодинг,1 800 000,222 000,р.190 000,р.383,"0,22%",496,"4,44%",22,"18,2%",4,3,р.8 636,1%,https://www.youtube.com/watch?v=9v-09FSc2gA&feature=youtu.be,,,
2020,29.05.2020,май,Techno-Kitchen,Интеграция,JAVA,Кодинг,300 000,36 000,р.30 000,р.417,"0,20%",72,"2,78%",2,"0,0%",0,0,р.15 000,-100%,https://www.youtube.com/watch?v=9p5ZDar_hwM,,,
2020,30.05.2020,май,CG Speak,Интеграция,QAP,Кодинг,323 000,34 000,р.25 000,#DIV/0!,"0,00%",,#DIV/0!,,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=tR5eGor3TXo&feature=youtu.be,,,
2020,01.06.2020,июнь,Anna Lomakina,Интеграция, GRAPH,Дизайн,374000,27000,р.27 350,р.10,"10,27%",2772,"2,60%",72,"19,4%",14,7,р.380,3010%,https://www.youtube.com/watch?v=_CuHxnIo_xo&feature=youtu.be,,,
2020,02.06.2020,июнь,Даша Снейл,Интеграция, GRAPH,Дизайн,116000,122000,р.11 000,р.12,"0,76%",930,"2,15%",20,"25,0%",5,5,р.550,2800%,https://www.youtube.com/watch?v=FA3s4Pw2xhY&feature=youtu.be,,,
2020,02.06.2020,июнь,MENTAL,Интеграция,DAPR,Аналитика,769000,141 000,р.70 000,р.260,"0,19%",269,"4,83%",13,"7,7%",1,1,р.5 385,-29%,https://www.youtube.com/watch?v=S064ngTjxNU&feature=youtu.be,,,
2020,03.06.2020,июнь,InvestFuture,Интеграция,BD,Менеджмент,462 000,92 000,р.130 000,р.332,"0,43%",392,"3,83%",15,"6,7%",1,2,р.8 667,-38%,https://www.youtube.com/watch?v=YIpoGIMwQ6g&feature=youtu.be,,,
2020,03.06.2020,июнь,InvestFuture,Интеграция,DAPR,Аналитика,456 000,108 000,р.135 000,р.72,"1,74%",1875,"11,89%",223,"8,1%",18,8,р.605,899%,https://www.youtube.com/watch?v=pjOXJsDro4c&feature=youtu.be,,,
2020,04.06.2020,июнь,Максим Кац,Интеграция,PM,Менеджмент,273000,360000,р.70 000,р.88,"0,22%",791,"6,19%",49,"14,3%",7,7,р.1 429,733%,https://www.youtube.com/watch?v=csduhUPef3M&t=1502s,,,
2020,04.06.2020,июнь,Минаев,Интеграция,DSPR,Data Science,254000,244327,р.350 000,р.1 477,"0,10%",237,"3,38%",8,"12,5%",1,1,р.43 750,-100%,https://www.youtube.com/watch?v=htsudVpnDdo,,,
2020,05.06.2020,июнь,iloniana,Интеграция, GRAPH,Дизайн,550 000,5 000,р.1 500,р.50,"0,60%",30,"3,33%",1,"0,0%",0,0,р.1 500,-100%,https://www.youtube.com/watch?v=80Kz8KIzMa0&feature=youtu.be&t=29,,,
2019,05.06.2020,июнь,Хауди Хо,Интеграция,PWS,Кодинг,517 000,124 000,р.50 000,р.11,"3,54%",4387,"1,7%",73,"11,0%",8,5,р.685,699%,https://www.youtube.com/watch?v=bvd_rwmUISU&t=7s,,,
2020,06.06.2020,июнь,PC-Expert,Интеграция,PWS,Кодинг,98 000,25 600,р.25 000,р.167,"0,59%",150,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=WMFkMPOeDi0&feature=youtu.be,,,
2020,06.06.2020,июнь,Космос Просто,Интеграция,DSPR,Data Science,399000,230000,р.85 000,р.127,"0,29%",670,"2,84%",19,"31,6%",6,7,р.4 474,661%,https://www.youtube.com/watch?v=vbidtqxgUyw&t=318s,,,
2020,07.06.2020,июнь,Алексей Якушечкин,Интеграция,DSPR,Data Science,445 000,15 400,р.12 000,р.600,"0,13%",20,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=F3qimrMRhp4&feature=youtu.be,,,
2020,07.06.2020,июнь,MyGap,Интеграция,DSPR,Data Science,654 000,221 000,р.50 000,р.37,"0,62%",1369,"5,04%",69,"7,2%",5,5,р.725,526%,https://www.youtube.com/watch?v=ZZypj5mHUNY&t=18s,,,
2019,08.06.2020,июнь,Хауди Хо,Пре-ролл,DST,Data Science,517 000,140 000,р.20 000,р.13,"1,08%",1507,"4,3%",65,"1,5%",1,3,р.308,479%,https://www.youtube.com/watch?v=WFYxpi3O950,,,
2020,08.06.2020,июнь,Victoria Borodina,Интеграция,PWS,Кодинг,104 000,23 000,р.52 000,р.257,"0,88%",202,"1,98%",4,"0,0%",0,0,р.13 000,-100%,https://www.youtube.com/watch?v=WYrujfqT94s,,,
2020,09.06.2020,июнь,frontendgirl,Спонсор рубрики,SF,SF,4 000,999,р.24 000,р.667,"3,60%",36,"2,78%",1,"0,0%",0,0,р.24 000,-100%,https://www.youtube.com/watch?v=afgzDG47z2g,,,
2020,10.06.2020,июнь,Прыгунов,Интеграция,PWS,Кодинг,293000,46000,р.20 000,р.51,"0,85%",393,"3,82%",15,"13,3%",2,3,р.1 333,418%,https://www.youtube.com/watch?v=s74mKxsJF-k&t=448s,,,
2020,10.06.2020,июнь,frontendgirl,Спонсор рубрики,SF,SF,4 000,1 500,р.24 000,р.667,"2,40%",36,"2,78%",1,"0,0%",0,0,р.24 000,-100%,https://www.youtube.com/watch?v=jjn6MT79hLo,,,
2020,11.06.2020,июнь,frontendgirl,Спонсор рубрики,SF,SF,4 000,2 500,р.24 000,р.667,"1,44%",36,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=csb9COPr8-M,,,
2020,11.06.2020,июнь,Кик Обзор,Интеграция,PWS,Кодинг,959000,269000,р.40 000,р.59,"0,25%",674,"7,27%",49,"8,2%",4,4,р.816,407%,https://www.youtube.com/watch?v=ifpFUCxTs0I,,,
2020,12.06.2020,июнь,Хауди Хо,Интеграция,QAP,Кодинг,1100000,205 000,р.80 000,р.71,"0,55%",1123,"10,77%",121,"5,8%",7,5,р.661,378%,https://www.youtube.com/watch?v=cWivYoM-nqI,,,
2020,12.06.2020,июнь,АйТи Борода,Интеграция,PWS,Кодинг,50 000,32 000,р.81 000,р.494,"0,51%",164,"2,44%",4,"0,0%",0,0,р.20 250,-100%,https://www.youtube.com/watch?v=KJGBg_IXWfQ&feature=youtu.be,,,
2020,13.06.2020,июнь,Welson,Интеграция,PWS,Кодинг,51 000,65 000,р.18 000,р.234,"0,12%",77,"1,30%",1,"0,0%",0,0,р.18 000,-100%,https://www.youtube.com/watch?v=gtNmuTuwCbU,,,
2020,13.06.2020,июнь,Хауди Хо,Интеграция,PWS,Кодинг,842 000,110 000,р.80 000,р.158,"0,46%",506,"17,39%",88,"8,0%",7,5,р.909,344%,https://www.youtube.com/watch?v=bXxa9IkAPew,,,
2020,14.06.2020,июнь,Senior Software Vlogger,Интеграция,DSPR,Data Science,74 960,12 000,р.21 200,р.180,"0,98%",118,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=dTWMUMU72EU&feature=youtu.be&t=156,,,
2020,14.06.2020,июнь,Варламов,Интеграция,DSPR,Data Science,1566666,1142000,р.380 000,р.244,"0,14%",1556,"5,72%",89,"14,6%",13,8,р.4 270,205%,https://www.youtube.com/watch?v=L-zhsefxpL0&t=2437s,,,
2020,15.06.2020,июнь,MyGap,Интеграция,DAPR,Аналитика,654 000,161 000,р.50 000,р.49,"0,63%",1018,"6,58%",67,"3,0%",2,3,р.746,274%,https://www.youtube.com/watch?v=VUIpJ_udr0k,,,
2020,15.06.2020,июнь,MC LAO,Интеграция, GRAPH,Дизайн,383 000,383 000,р.64 000,р.112,"0,15%",573,"0,87%",5,"0,0%",0,0,р.12 800,-100%,https://www.youtube.com/watch?v=H9NISI2E6uE,,,
2020,16.06.2020,июнь,Sergikkas,Интеграция,UXS,Дизайн,163 000,43 000,р.30 000,р.345,"0,20%",87,"1,15%",1,"0,0%",0,0,р.30 000,-100%,https://www.youtube.com/watch?v=Fxm2BjTC-Cg&feature=youtu.be,,,
2020,16.06.2020,июнь,Дизайн интерьера,Интеграция,INT,Дизайн,328000,р.45 000,р.60 000,р.225,"0,59%",267,"4,49%",12,"33,3%",4,4,р.5 000,263%,https://www.youtube.com/watch?v=VZ_8oUEgsg0&feature=youtu.be,,,
2020,17.06.2020,июнь,Flanders,Интеграция,JAVA,Кодинг,163 000,4 400,р.8 000,р.500,#REF!,16,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=IwMdAE5IzCk,,,
2020,17.06.2020,июнь,Кик Обзор,Интеграция,QAP,Кодинг,400 000,305 000,р.35 000,р.104,"0,11%",336,"6,25%",21,"9,5%",2,3,р.1 667,211%,https://www.youtube.com/watch?v=4oIHg2f9Wqk,,,
2020,18.06.2020,июнь,Flatingo,Интеграция,QAP,Кодинг,260 000,39000,р.21 000,р.121,"0,06%",174,"4,60%",8,"0,0%",0,0,р.2 625,-100%,https://www.youtube.com/watch?v=F7REX1GAsFM,,,
2020,18.06.2020,июнь,Редакция,Интеграция,DSPR,Data Science,11250000,1 700 000,р.550 000,р.284,"0,11%",1934,"4,19%",81,"19,8%",16,8,р.6 790,208%,https://www.youtube.com/watch?v=w5At9uSbc0o,,,
2020,19.06.2020,июнь,Misha,Интеграция, GRAPH,Дизайн,187 000,23 000,р.20 000,р.105,"0,83%",190,"0,53%",1,"100,0%",1,2,р.20 000,200%,https://www.youtube.com/watch?v=XUeQp5VcPAU&t=1223s,,,
2020,19.06.2020,июнь,Sigachev,Интеграция,UXS,Дизайн,320 000,120 000,р.25 000,р.47,"0,44%",529,"2,46%",13,"0,0%",0,0,р.1 923,-100%,https://www.youtube.com/watch?v=TDdmfNNt71Q,,,
2020,20.06.2020,июнь,Маша инвестирует,Интеграция,DAPR,Аналитика,62 000,18 800,р.15 000,р.217,"0,37%",69,"4,35%",3,"0,0%",0,0,,-100%,https://www.youtube.com/watch?v=7JvzEGj3MSs&feature=youtu.be,,,
2020,20.06.2020,июнь,AlexGyver,Интеграция,PWS,Кодинг,1710000,340000,р.160 000,р.103,"0,46%",1560,"2,95%",46,"15,2%",7,5,р.3 478,147%,https://www.youtube.com/watch?v=bGjhKe0OlvU&t=235s,,,
2020,21.06.2020,июнь,Keddr.com,Интеграция,PWS,Кодинг,643000,15 000,р.45 000,р.1 098,"0,27%",41,"2,44%",1,"0,0%",0,0,,-100%,https://www.youtube.com/watch?v=uboX2Fud1-4,,,
2020,21.06.2020,июнь,ЛАРИН,Интеграция,PWS,Кодинг,2 216 000,241 000,р.103 500,р.52,"0,82%",1972,"2,99%",59,"6,8%",4,3,р.1 754,81%,https://www.youtube.com/watch?v=IrvtPF_7NQk&t=100s,,,
2020,22.06.2020,июнь,notebook-31,Интеграция,QAP,Кодинг,174 000,165 000,р.30 000,р.107,"0,17%",281,"9,61%",27,"0,0%",0,0,р.1 111,-100%,https://www.youtube.com/watch?v=EZm9rZjiK-A&feature=youtu.be,,,
2020,22.06.2020,июнь,netstalkers,Интеграция,PWS,Кодинг,781 000,289 000,р.165 000,р.211,"0,27%",783,"7,66%",60,"6,7%",4,4,р.2 750,54%,https://www.youtube.com/watch?v=_Gg1E_to8IQ,,,
2020,23.06.2020,июнь,Roma N,Интеграция,PWS,Кодинг,226 000,235 000,р.30 000,р.275,"0,05%",109,"6,42%",7,"0,0%",0,0,,-100%,https://www.youtube.com/watch?v=yZZWpBE2vEM,,,
2020,24.06.2020,июнь,секреты,Интеграция,DSPR,Data Science,605000,110000,р.55 000,р.233,"0,21%",236,"2,97%",7,"0,0%",0,0,,,https://www.youtube.com/watch?v=K-JLhfYPwjA,,,
2020,24.06.2020,июнь,Харчевников,Интеграция,PWS,Кодинг,569000,221000,р.110 000,р.43,"1,16%",2556,"3,01%",77,"3,9%",3,3,р.1 429,38%,https://m.youtube.com/watch?v=hNHexCEMVVQ,,,
2020,25.06.2020,июнь,Каспи,Интеграция, GRAPH,Дизайн,150000,84000,р.30 000,р.172,"0,21%",174,"1,15%",2,"0,0%",0,0,,,https://www.youtube.com/watch?v=nMGyF8wzR1Q&feature=youtu.be,,,
2020,25.06.2020,июнь,PRO Hi-Tech,Интеграция,PWS,Кодинг,495 000,73900,р.60 000,р.96,"0,85%",626,"1,12%",7,"14,3%",1,2,р.8 571,25%,https://www.youtube.com/watch?v=GAOoO4a3pzY&feature=youtu.be,,,
2020,26.06.2020,июнь,Исмаилов и Бабаджанян,Интеграция,DAPR,Аналитика,13500,8700,р.10 600,р.408,"0,30%",26,"0,00%",0,#DIV/0!,0,0,,,https://youtu.be/h-4BbYGZ54o,,,
2020,26.06.2020,июнь,Илон Маск,Интеграция,PWS,Кодинг,303 000,103 000,р.40 000,р.105,"0,37%",380,"4,21%",16,"6,3%",1,1,р.2 500,24%,https://www.youtube.com/watch?v=z8MhdLtELZs,,,
2020,27.06.2020,июнь,Лихой топор,Интеграция,DSPR,Data Science,98000,163000,р.55 000,р.264,"0,13%",208,"0,96%",2,"0,0%",0,0,,,https://www.youtube.com/watch?v=L_bz8oY5Nt8&feature=youtu.be&t=157,,,
2020,28.06.2020,июнь,Хочу домой,Интеграция,DSPR,Data Science,683000,345000,р.140 000,р.159,"0,26%",883,"2,72%",24,"8,3%",2,3,р.5 833,16%,https://www.youtube.com/watch?v=ZepXWFKMSUI&feature=youtu.be&t=216,,,
2020,29.06.2020,июнь,LABELCOM PODCAST,Интеграция,DSPR,Data Science,781 000,71 000,р.135 000,р.616,"0,31%",219,"2,28%",5,"20,0%",1,3,р.27 000,-11%,https://www.youtube.com/watch?v=h_PB_Qzd59Y&feature=youtu.be,,,
